id,modulo,nivel,modelo,nome_do_teste,resultado,erro_ts_code,erro_mensagem,arquivo,linha
137,SalesService,unitario,deepseek,should throw BadRequestException when ticket has insufficient quantity,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
138,SalesService,unitario,deepseek,should throw NotFoundException when event does not exist,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
139,SalesService,unitario,deepseek,should throw BadRequestException when event has insufficient available tickets,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
140,SalesService,unitario,deepseek,should validate input data - negative quantity,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
141,SalesService,unitario,deepseek,should handle zero quantity validation,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
142,SalesService,unitario,deepseek,findByUser > should successfully find all sales for a user,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
143,SalesService,unitario,deepseek,should return empty array when user has no sales,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
144,SalesService,unitario,deepseek,should validate user ID format,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
145,SalesService,unitario,deepseek,findOne > should successfully find a sale by id,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
146,SalesService,unitario,deepseek,should throw NotFoundException when sale does not exist,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
147,SalesService,unitario,deepseek,should validate id format,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
148,SalesService,unitario,deepseek,cancel > should successfully cancel a sale,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
149,SalesService,unitario,deepseek,should throw NotFoundException when sale does not exist,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
150,SalesService,unitario,deepseek,should throw BadRequestException when sale is already cancelled,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
151,SalesService,unitario,deepseek,should handle cancellation when ticket increments correctly,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
152,SalesService,unitario,deepseek,should validate sale id format for cancellation,nao_executado,TS2352,"Conversion of type '{ id: string; name: string; price: number; quantity: number; event: Event; createdAt: Date; updatedAt: Date; }' to type 'Ticket' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.",src/tests-ia/deepseek/unit/sales.service.spec.ts,30
153,UsersController,integracao,deepseek,POST /users > should successfully create a new user and return 201 Created,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
154,UsersController,integracao,deepseek,should return 400 Bad Request when email is already in use,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
155,UsersController,integracao,deepseek,should return 400 Bad Request when email format is invalid,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
156,UsersController,integracao,deepseek,should return 400 Bad Request when password is too short,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
157,UsersController,integracao,deepseek,should return 400 Bad Request when name is missing,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
158,UsersController,integracao,deepseek,should return 400 Bad Request when email is missing,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
159,UsersController,integracao,deepseek,should return 400 Bad Request when extra fields are provided,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
160,UsersController,integracao,deepseek,should hash the password before saving to database,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
161,UsersController,integracao,deepseek,GET /users/:id (Authenticated) > should successfully get user by id and return 200 OK,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
162,UsersController,integracao,deepseek,should return 401 Unauthorized when no JWT token is provided,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
163,UsersController,integracao,deepseek,should return 401 Unauthorized when invalid JWT token is provided,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
164,UsersController,integracao,deepseek,should return 404 Not Found when user does not exist,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
165,UsersController,integracao,deepseek,should return 400 Bad Request when id is not a valid UUID,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
166,UsersController,integracao,deepseek,PUT /users/:id (Authenticated) > should successfully update user and return 200 OK,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
167,UsersController,integracao,deepseek,should successfully update only name without changing email,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
168,UsersController,integracao,deepseek,should successfully update password and hash it,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
169,UsersController,integracao,deepseek,should return 409 Conflict when updating to an email that is already in use,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
170,UsersController,integracao,deepseek,should return 401 Unauthorized when updating without token,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
171,UsersController,integracao,deepseek,should return 404 Not Found when updating non-existent user,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
172,UsersController,integracao,deepseek,should return 400 Bad Request when updating with invalid email format,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
173,UsersController,integracao,deepseek,should return 400 Bad Request when updating with invalid UUID,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
174,UsersController,integracao,deepseek,DELETE /users/:id (Authenticated) > should successfully soft delete user and return 204 No Content,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
175,UsersController,integracao,deepseek,should return 401 Unauthorized when deleting without token,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
176,UsersController,integracao,deepseek,should return 404 Not Found when deleting non-existent user,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
177,UsersController,integracao,deepseek,should return 400 Bad Request when deleting with invalid UUID,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
178,UsersController,integracao,deepseek,should allow soft deleting an already inactive user,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
179,UsersController,integracao,deepseek,E2E Scenarios > should complete full user lifecycle: create -> read -> update -> delete,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
180,UsersController,integracao,deepseek,should not allow access to soft deleted user,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
181,UsersController,integracao,deepseek,Authentication and Authorization > should reject requests with expired JWT token,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
182,UsersController,integracao,deepseek,should reject requests with malformed Authorization header,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
183,UsersController,integracao,deepseek,should reject requests with empty Authorization header,nao_executado,TS2345,Argument of type 'string | undefined' is not assignable to parameter of type 'string | Buffer<ArrayBufferLike>'.,src/tests-ia/deepseek/integration/users.controller.spec.ts,323
184,EventsController,integracao,deepseek,GET /events > should successfully return all events and return 200 OK,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
185,EventsController,integracao,deepseek,should return empty array when no events exist,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
186,EventsController,integracao,deepseek,should return events with correct data types,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
187,EventsController,integracao,deepseek,GET /events/:id > should successfully return an event by id and return 200 OK,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
188,EventsController,integracao,deepseek,should return 404 Not Found when event does not exist,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
189,EventsController,integracao,deepseek,should return 400 Bad Request when id is not a valid UUID,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
190,EventsController,integracao,deepseek,POST /events (Authenticated) > should successfully create a new event and return 201 Created,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
191,EventsController,integracao,deepseek,should return 401 Unauthorized when no JWT token is provided,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
192,EventsController,integracao,deepseek,should return 401 Unauthorized when invalid JWT token is provided,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
193,EventsController,integracao,deepseek,should return 400 Bad Request when date is invalid,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
194,EventsController,integracao,deepseek,should return 400 Bad Request when capacity is negative,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
195,EventsController,integracao,deepseek,should return 400 Bad Request when capacity is not a number,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
196,EventsController,integracao,deepseek,should return 400 Bad Request when name is missing,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
197,EventsController,integracao,deepseek,should return 400 Bad Request when date is missing,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
198,EventsController,integracao,deepseek,should return 400 Bad Request when location is missing,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
199,EventsController,integracao,deepseek,should return 400 Bad Request when capacity is zero,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
200,EventsController,integracao,deepseek,should return 400 Bad Request when extra fields are provided,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
201,EventsController,integracao,deepseek,PUT /events/:id (Authenticated) > should successfully update an event and return 200 OK,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
202,EventsController,integracao,deepseek,should successfully update only name without changing other fields,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
203,EventsController,integracao,deepseek,should successfully update event capacity when no tickets sold,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
204,EventsController,integracao,deepseek,should return 401 Unauthorized when updating without token,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
205,EventsController,integracao,deepseek,should return 404 Not Found when updating non-existent event,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
206,EventsController,integracao,deepseek,should return 400 Bad Request when updating with invalid UUID,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
207,EventsController,integracao,deepseek,should return 400 Bad Request when updating with invalid date format,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
208,EventsController,integracao,deepseek,should return 400 Bad Request when updating with negative capacity,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
209,EventsController,integracao,deepseek,POST /events/:id/cancel (Authenticated) > should successfully cancel an active event with no tickets sold and return 200 OK,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
210,EventsController,integracao,deepseek,should return 400 Bad Request when cancelling event that already has tickets sold,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
211,EventsController,integracao,deepseek,should return 400 Bad Request when cancelling an already cancelled event,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
212,EventsController,integracao,deepseek,should return 401 Unauthorized when cancelling without token,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
213,EventsController,integracao,deepseek,should return 404 Not Found when cancelling non-existent event,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
214,EventsController,integracao,deepseek,should return 400 Bad Request when cancelling with invalid UUID,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
215,EventsController,integracao,deepseek,E2E Scenarios > should complete full event lifecycle: create -> read -> update -> cancel,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
216,EventsController,integracao,deepseek,should list events and show cancelled events,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
217,EventsController,integracao,deepseek,should handle concurrent event creation by different users,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
218,EventsController,integracao,deepseek,Public vs Protected Routes > should allow GET endpoints without authentication,nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
219,EventsController,integracao,deepseek,"should require authentication for POST, PUT, and cancel endpoints",nao_executado,TS2353,"Object literal may only specify known properties, and 'name' does not exist in type 'CreateEventDto'.",src/tests-ia/deepseek/integration/events.controller.spec.ts,33
220,SalesController,integracao,deepseek,POST /sales (Authenticated) > should successfully create a new sale and return 201 Created,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
221,SalesController,integracao,deepseek,should return 401 Unauthorized when no JWT token is provided,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
222,SalesController,integracao,deepseek,should return 401 Unauthorized when invalid JWT token is provided,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
223,SalesController,integracao,deepseek,should return 404 Not Found when ticket does not exist,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
224,SalesController,integracao,deepseek,should return 400 Bad Request when ticket has insufficient quantity,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
225,SalesController,integracao,deepseek,should return 400 Bad Request when event has insufficient available tickets,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
226,SalesController,integracao,deepseek,should return 400 Bad Request when quantity is less than or equal to zero,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
227,SalesController,integracao,deepseek,should return 400 Bad Request when quantity is not a number,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
228,SalesController,integracao,deepseek,should return 400 Bad Request when ticketId is missing,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
229,SalesController,integracao,deepseek,should return 400 Bad Request when ticketId is not a valid UUID,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
230,SalesController,integracao,deepseek,should return 400 Bad Request when extra fields are provided,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
231,SalesController,integracao,deepseek,should correctly calculate total based on ticket price and quantity,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
232,SalesController,integracao,deepseek,GET /sales/user/:userId (Authenticated) > should successfully return all sales for a user and return 200 OK,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
233,SalesController,integracao,deepseek,should return empty array when user has no sales,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
234,SalesController,integracao,deepseek,should return 401 Unauthorized when no JWT token is provided,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
235,SalesController,integracao,deepseek,should return 400 Bad Request when userId is not a valid UUID,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
236,SalesController,integracao,deepseek,GET /sales/:id (Authenticated) > should successfully return a sale by id and return 200 OK,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
237,SalesController,integracao,deepseek,should return 401 Unauthorized when no JWT token is provided,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
238,SalesController,integracao,deepseek,should return 404 Not Found when sale does not exist,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
239,SalesController,integracao,deepseek,should return 400 Bad Request when id is not a valid UUID,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
240,SalesController,integracao,deepseek,POST /sales/:id/cancel (Authenticated) > should successfully cancel a sale and return 200 OK,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
241,SalesController,integracao,deepseek,should return 400 Bad Request when cancelling an already cancelled sale,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
242,SalesController,integracao,deepseek,should return 401 Unauthorized when cancelling without token,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
243,SalesController,integracao,deepseek,should return 404 Not Found when cancelling non-existent sale,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
244,SalesController,integracao,deepseek,should return 400 Bad Request when cancelling with invalid UUID,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
245,SalesController,integracao,deepseek,should restore ticket and event quantities correctly when cancelling,nao_executado,TS2740,"Type 'DeepPartial<Event>[]' is missing the following properties from type 'Event': id, title, description, date, and 6 more.",src/tests-ia/deepseek/integration/sales.controller.spec.ts,117
